ds,yhat,yhat_lower,yhat_upper
2019-03-28,122990.55443997604,89617.4857273466,153275.82504279946
2019-03-29,118154.13472926569,86613.30810514545,148351.40112066828
2019-03-30,121518.15959664874,90161.23521397232,155084.1419565868
2019-03-31,120778.49341743461,86754.91459196461,150868.6378863907
2019-04-01,120375.6403010422,86708.74004213205,154286.21123846175
2019-04-02,121348.20942181043,88575.20147706788,152282.33154099024
2019-04-03,119202.60242436896,89281.22590003783,149970.35944487323
2019-04-04,123156.67526209481,91689.15152058151,154059.4362848745
2019-04-05,118196.95406157865,85311.87906724088,148931.11859371862
2019-04-06,121424.59411482724,89291.85576703119,155940.4742215552
2019-04-07,120538.83291794609,86557.4252447193,153559.3689614875
2019-04-08,119983.73390886626,91193.76376993376,155699.39524396992
2019-04-09,120801.57160383962,87719.58249840012,149904.59285814964
2019-04-10,118502.43850572692,86519.29838248435,150078.02628344114
2019-04-11,122307.82782669431,91079.64666934113,154061.37127300724
2019-04-12,117207.77321154445,84923.32290481239,150190.84318316224
2019-04-13,120306.73604069193,87217.87684178037,151438.09889629256
2019-04-14,119306.99462677145,88620.82054685496,152143.21770979578
2019-04-15,118655.32282056757,89674.29898544494,151782.4959030701
2019-04-16,119396.33033173236,88993.57033292821,151510.50439529898
2019-04-17,117042.02532223368,87086.48996045197,149672.27297084866
2019-04-18,120815.36422301241,89023.39301477876,152713.20025225639
2019-04-19,115707.36829853788,81356.52134289677,145901.9983558765
2019-04-20,118822.99773707338,87583.20616015431,152700.66379349955
2019-04-21,117864.53552288961,86966.56430845593,148806.19991334612
2019-04-22,117278.27872980245,85621.21006033549,149798.63063977912
2019-04-23,118107.88856670177,87139.5764866058,149362.77358833715
2019-04-24,115863.97982589925,85019.04522069862,147965.82694155295
2019-04-25,119767.70370759678,86976.28483594007,149523.513767071
2019-04-26,114807.90480859284,83796.17516792347,145423.45130162156
2019-04-27,118087.04214264192,87606.20916350422,150157.79145801187
2019-04-28,117304.62544705259,86579.06286068619,150472.8891421674
2019-04-29,116903.96334075528,87686.60774297496,151192.28058041178
2019-04-30,117925.57353765045,88995.32863807418,150336.78767073381
2019-05-01,115876.83460588251,86538.56445085451,147666.7648534855
2019-05-02,119975.63207280806,88351.16215759687,151518.29397804802
2019-05-03,115207.57849349316,80749.63766536275,145895.59447279424
2019-05-04,118671.99620337694,87500.31735528883,151543.67344243583
2019-05-05,118065.41290088731,85646.44611287897,148685.87451853068
2019-05-06,117828.36557224664,83514.43571666785,150012.69463367542
2019-05-07,118998.86197843218,86113.93283315176,151606.6526426796
2019-05-08,117082.0782957181,85508.79791891859,149539.64472740848
2019-05-09,121294.044905773,91299.16232316301,153329.33568162093
2019-05-10,116618.89925857111,85974.21743398761,148249.19487257328
2019-05-11,120154.89395143182,89665.79769563244,152314.95822442407
2019-05-12,119597.90972079594,89330.44515686581,150978.76092205866
2019-05-13,119388.26854404678,87133.22809692922,148255.60687725915
2019-05-14,120564.19589851116,88721.83951537179,150773.93788370758
2019-05-15,118631.51074014131,88943.09366679753,152131.56006131825
2019-05-16,122807.29531889685,87897.96465892693,153498.7224337959
2019-05-17,118077.1240225582,84468.68047960204,147515.0940278713
2019-05-18,121541.03980926298,89817.37604785366,154016.11856597516
2019-05-19,120897.02848574329,91283.72830096056,151943.80956028713
2019-05-20,120587.78672775236,87714.73326628763,152874.8737033527
2019-05-21,121654.13371768357,91644.75054377923,153060.69215589055
2019-05-22,119604.64590965965,86002.91542978873,149419.67810453696
2019-05-23,123659.2680910194,92096.09462006598,156543.06232042343
2019-05-24,118806.48107390084,86439.38496489872,152782.07079335023
2019-05-25,122149.21578932874,89077.40270877714,152987.6143334287
2019-05-26,121388.2653030758,88559.78363228223,151902.01151873122
2019-05-27,120968.99193901001,87634.80749837858,153793.53726505235
2019-05-28,121934.68067641069,88977.05974419939,152767.33727014193
2019-05-29,119796.11960021462,89105.02883501991,153568.90622748865
2019-05-30,123775.16179048455,92002.04503298156,157136.82795312855
2019-05-31,118861.8501258426,86066.7398122708,151444.58371153235
2019-06-01,122160.29580890326,91149.3962298378,156244.82733555711
2019-06-02,121372.06303905288,89415.85791746616,154197.49384101553
2019-06-03,120942.85776874944,88370.71775415659,151906.92291546124
2019-06-04,121915.87228404057,89866.63320735467,154054.91729435496
2019-06-05,119801.36676463783,85586.71960515442,152861.1517976755
2019-06-06,123820.24237564977,87167.70871952799,156607.01506941803
2019-06-07,118961.18730559344,87690.11910021275,152632.14889724398
2019-06-08,122326.58626969656,90422.3885888745,154802.93781430463
2019-06-09,121615.945380441,90157.61972329803,152893.25783445378
2019-06-10,121272.62957023886,88403.38773268438,152158.6854883141
2019-06-11,122337.2633541396,92987.66088770634,154406.48314942353
2019-06-12,120317.37481566487,89398.0210690619,153105.81965942666
2019-06-13,124431.0362003152,91903.07469476001,154785.15548736026
2019-06-14,119664.08082029768,87760.17048543996,149778.71068969587
2019-06-15,123116.08524100362,91154.83851774251,156440.76231743235
2019-06-16,122483.86689620271,91658.69289095308,155066.6863376947
2019-06-17,122208.29252856826,88981.98908778623,155160.827140163
2019-06-18,123327.74642780251,92084.96806687392,157796.0797729247
2019-06-19,121347.83668270771,89231.2404025123,151932.85866349668
2019-06-20,125485.09095652918,93628.10393125346,156678.372108594
2019-06-21,120724.22012439677,88925.40614639742,151256.89944661193
2019-06-22,124164.13725676267,92651.49862588137,155756.84252036538
2019-06-23,123501.48093435139,91452.84269572895,154273.60545189047
2019-06-24,123177.43735596852,90842.3224309367,154141.435646727
2019-06-25,124231.2095534278,93154.56752374816,156186.44849548666
2019-06-26,122169.71157646782,88918.82485320368,152819.77666750987
2019-06-27,126211.23912497169,93328.49792285576,158364.38409362777
2019-06-28,121342.69526994498,87570.89067831052,153270.25922509332
2019-06-29,124665.55938647436,92285.4024437523,155506.86765606774
2019-06-30,123879.34925451306,90760.60352948747,156239.6676795986
2019-07-01,123428.37207620867,89874.0236354847,154786.90722841528
2019-07-02,124355.1143043979,91263.02566828232,158052.13482210532
2019-07-03,122169.84998788065,89956.74777501113,154859.09335302492
2019-07-04,126094.22117428723,95670.21459125703,157883.82607837027
2019-07-05,121118.37125189637,90772.05409197367,153910.74132414628
2019-07-06,124346.82171461218,91680.79817563071,158918.9435889495
2019-07-07,123481.84473188402,92925.01763050245,153313.40619168224
2019-07-08,122970.12970066891,90361.1866423735,154502.3616157717
2019-07-09,123856.09604225584,92167.47137900871,154485.21995418178
2019-07-10,121651.4341924426,90837.86924057483,153145.52638760122
2019-07-11,125578.63038361837,93107.86872047283,157441.82711181318
2019-07-12,120628.05790949178,88134.45281872395,155122.11529932765
2019-07-13,123903.82686659608,93700.04687331122,155864.54033564718
2019-07-14,123107.14591393218,91069.53180093315,152726.3796251979
2019-07-15,122682.99499780402,90398.54919645996,154817.09178065413
2019-07-16,123673.46165269066,92155.46733463251,155140.84805998948
2019-07-17,121587.32273235924,92109.77584219213,153490.817771589
2019-07-18,125643.62662203769,95055.90319775842,156463.55864376208
2019-07-19,120828.85762365215,91850.00106579537,153381.68992946803
2019-07-20,124242.87307129995,92915.33369462282,157210.20100478263
2019-07-21,123582.36486933444,91354.21854525973,156459.94607936236
2019-07-22,123287.64217511537,89754.7801100176,153573.65839375873
2019-07-23,124396.08528554603,94107.5971099711,155851.64391462534
2019-07-24,122411.8497595898,90263.77887411915,153907.11420749853
2019-07-25,126549.57280299612,93128.86762206214,160314.97783959084
2019-07-26,121791.6604530487,89252.20740002813,152019.8654263193
2019-07-27,125234.34291570728,96551.9051462475,157937.53435952557
2019-07-28,124571.24657445864,93631.74942457891,153877.6030093949
2019-07-29,124240.27633538736,91467.76736035095,156801.59667876057
2019-07-30,125277.15550721686,90545.80186293623,157013.0529512996
2019-07-31,123185.19966627043,91209.17528385145,151863.78482742165
2019-08-01,127179.07430052343,94013.48485531271,160084.0878676138
2019-08-02,122242.11295689322,90621.24374661512,153746.71109189378
2019-08-03,125472.38190554913,93173.78134235865,157267.59145883008
2019-08-04,124566.23902256368,91597.38572918,157712.14619191704
2019-08-05,123965.18029251912,91672.2313121485,153488.32218149383
2019-08-06,124709.32144066566,93319.62955415243,155399.26386762198
2019-08-07,122307.09203567235,92446.88975158049,153533.19890933306
2019-08-08,125978.89331673589,92459.51426678439,157979.3779170204
2019-08-09,120714.29857837163,87173.19300122856,151949.3696284832
2019-08-10,123617.98411763959,92646.8288054272,156682.903222412
2019-08-11,122393.14244303133,88655.54123008066,154442.05289159564
2019-08-12,121488.17345526804,88201.85786394856,154997.01999448566
2019-08-13,121950.00528110134,91755.66845062678,153167.46408367544
2019-08-14,119293.62586761279,88313.99270214776,150785.12349428068
2019-08-15,122745.58058815193,91189.01924153244,154185.1479226364
2019-08-16,117301.01860860325,87624.73037113754,150671.86699170334
2019-08-17,120069.48047956856,88998.16243518656,151814.34889633866
2019-08-18,118758.18137817337,86418.94328038856,152700.3243031657
2019-08-19,117818.59022799117,86537.49680340211,148522.86745657714
2019-08-20,118299.65896630794,87575.03028433837,150963.05319113584
2019-08-21,115717.2858171538,86006.9315148666,145964.1069356485
2019-08-22,119297.76993117195,89784.7341583566,154113.24374236105
2019-08-23,114034.8416531761,80079.37697780972,147029.72855818848
2019-08-24,117035.46174646335,85299.94497897504,149911.41974566842
2019-08-25,116003.1441812224,85923.11191560357,149445.58235156428
2019-08-26,115384.60220281026,84225.52360795061,147212.64719964197
2019-08-27,116223.0707426625,85052.0999307746,148978.06624640772
2019-08-28,114027.88715000567,82684.94107944131,145374.5113316751
2019-08-29,118018.08508844717,84776.52457833417,148117.98434353995
2019-08-30,113179.5827605726,82875.96406611057,147488.55641662082
2019-08-31,116611.15517989642,85253.96480816767,147083.44365151398
2019-09-01,116007.94106186354,85829.38498099253,149158.93812215448
2019-09-02,115808.27968406738,82933.12580032655,146704.6657791672
2019-09-03,117047.22618912304,83625.27767949295,150879.20760923065
2019-09-04,115226.32260955263,82390.06044154124,147576.63250085042
2019-09-05,119557.37476840442,88026.49458966499,150084.92376881765
2019-09-06,115019.81165425897,82209.19348555089,147855.0844148323
2019-09-07,118706.81267170474,86371.44902259386,150102.29428092408
2019-09-08,118308.94937590454,87499.6640520121,150722.40090305757
2019-09-09,118261.13354010718,87250.83261319237,150307.8913264359
2019-09-10,119596.21708330695,87308.10425882973,151123.14867599044
2019-09-11,117814.8188259692,86072.91710890754,148132.65814877415
2019-09-12,122129.12661638485,86749.4425580344,155071.90841257537
2019-09-13,117520.25056353594,85834.94824578884,150122.6557873331
2019-09-14,121084.31269047607,88640.14684392842,152220.81076195487
2019-09-15,120516.02031659089,87486.88344590296,152923.01446672287
2019-09-16,120255.51649136486,87948.40672999065,151657.236042812
2019-09-17,121341.85522533303,92098.20553768816,155603.9425904673
2019-09-18,119282.67939733308,87890.66155703046,153294.44430453973
2019-09-19,123297.85341748838,89787.44545948002,154468.4393408298
2019-09-20,118376.63045818814,89390.95420794711,150083.14703189489
2019-09-21,121623.54408353749,91177.69657951032,154020.85997852767
2019-09-22,120741.77643053535,88462.71136635328,152450.04549832657
2019-09-23,120179.80131679613,87936.72631681006,153091.6051199993
2019-09-24,120984.65515290637,91210.45735488612,149996.41296670047
2019-09-25,118671.41862132333,85370.41465540901,148793.50393822428
2019-09-26,122466.66610450373,90853.1575055013,154795.42827451736
2019-09-27,117365.4672728156,87478.0203451917,149155.04959396974
2019-09-28,120477.13483767859,88189.47169556208,154090.93010355337
2019-09-29,119508.47426587825,86935.19566310447,150148.08634377609
2019-09-30,118910.33684625957,85941.24569762933,152312.27402992814
2019-10-01,119730.83129601779,89498.91585127993,153338.87694379545
2019-10-02,117484.77841059183,86089.41066980943,151102.93562356915
2019-10-03,121397.16647102043,91255.34119738702,155249.39011330382
2019-10-04,116460.19171969812,84019.78960820173,148040.9931663179
2019-10-05,119779.07697873254,89145.27130840355,152910.37946469794
2019-10-06,119055.42382053321,86518.173678899,150020.49389659468
2019-10-07,118733.89039913098,85584.07446892594,152560.33710644188
2019-10-08,119855.5604645111,87911.69146346934,153090.57555135814
2019-10-09,117927.57067740087,85633.26581805172,149698.52110456262
2019-10-10,122166.7563484961,88663.87399771763,155430.04341684855
2019-10-11,117556.89377693819,82591.62312202503,147639.8747594223
2019-10-12,121194.72718776121,92328.74335749989,156183.57334192874
2019-10-13,120773.52908438374,87016.02873277394,153959.386120016
2019-10-14,120729.98763019062,89772.87094890079,151594.14381383485
2019-10-15,122097.76787000502,91403.1875997918,155467.1438480222
2019-10-16,120377.32253281749,88846.1415220569,152845.43847447628
2019-10-17,124779.70120547587,91938.99303241214,156998.3789636231
2019-10-18,120283.93332989182,88784.19703765835,150659.39680832016
2019-10-19,123983.16953280292,92901.44709895304,155984.07230203162
2019-10-20,123568.32729103965,91642.63139838491,157292.8034381198
2019-10-21,123475.03248123058,90359.01066159496,155774.2772373268
2019-10-22,124737.20236173285,94145.99375220179,156094.31610683497
2019-10-23,122856.84529765452,91434.78315881525,153173.19378020044
2019-10-24,127047.82643156446,94661.75687697291,158862.87031538287
2019-10-25,122293.17599588704,88638.71920782358,154751.19987898725
2019-10-26,125691.12681693862,92695.32518923558,157901.9427758918
2019-10-27,124938.62979684155,92864.65035010042,156253.9510512444
2019-10-28,124478.14237468102,93289.05262593324,157059.1207661526
2019-10-29,125351.0395438326,93165.91781660244,157171.14514840138
2019-10-30,123067.22723766064,90405.21868751413,153931.61579179438
2019-10-31,126848.71213896791,94859.49460909567,160995.2997067201
2019-11-01,121686.70968780687,89843.72814700335,154253.80407807414
2019-11-02,124687.48200802457,93565.8327791741,157358.29377956962
2019-11-03,123555.65966529502,92799.55972884945,154280.74100856896
2019-11-04,122740.84720745691,91543.89426915975,155151.61497926695
2019-11-05,123290.86670660583,91405.81820034314,155584.30358824952
2019-11-06,120721.22333092675,86753.62673475528,152991.57273898233
2019-11-07,124258.5506808606,92549.72807539985,158614.62596254557
2019-11-08,118897.62071274803,87854.99720056746,148335.45397910825
2019-11-09,121747.11230989167,88778.1774220012,152400.27498702717
2019-11-10,120512.89398592795,90098.91118202642,152022.31928490175
2019-11-11,119644.62143721528,88858.69096911744,154205.38985765644
2019-11-12,120189.00410720061,89660.16670201415,151981.52048313987
2019-11-13,117659.32391501614,86270.7768093629,149531.58525827737
2019-11-14,121278.96221674317,91947.11811802551,155237.10726340857
2019-11-15,116038.51741128182,80918.48262037079,146849.3756406453
2019-11-16,119041.70416267532,88657.05933043137,151719.0410454993
2019-11-17,117988.78604335184,88540.38526514434,149029.03016776204
2019-11-18,117323.33814243996,85196.56204153382,150340.90407492654
2019-11-19,118085.68925026758,84846.01247512865,149441.79956358066
2019-11-20,115782.62196344842,82158.43778090212,148239.73432628837
2019-11-21,119631.08184383715,90142.76175177367,150303.54322120105
2019-11-22,114615.47311319847,84411.03775845932,144209.4628223267
2019-11-23,117833.72706209507,86620.63089506897,151532.26294011608
2019-11-24,116980.89044810938,84458.46082680374,147390.64543134448
2019-11-25,116496.02628262005,85385.45429238315,147967.8691381786
2019-11-26,117415.77296599917,84056.82326731313,150143.13961611042
2019-11-27,115244.1370540731,82470.89455363408,147529.86271348203
2019-11-28,119196.2683967255,88346.6425713532,153646.0773707876
2019-11-29,114255.79346998266,83762.12107826458,144511.29087216433
2019-11-30,117520.89219211,85533.53065948686,148674.4878598828
2019-12-01,116687.86540592881,81208.00931482555,148764.3178340303
2019-12-02,116197.98612783462,84179.1948541844,147591.36658757465
2019-12-03,117090.9911636311,84267.27807838746,147905.29774360216
2019-12-04,114874.74475063612,82767.6850781359,146145.63553388024
2019-12-05,118768.91750113474,84589.13543371751,150809.44643394233
2019-12-06,113762.16827660929,82164.69487983068,145144.47587099398
2019-12-07,116958.06407623897,84193.42786512725,148317.3472151492
2019-12-08,116058.48030766462,85029.57559949352,148124.196608385
2019-12-09,115510.27916448009,83462.31016301566,148923.64376422775
2019-12-10,116358.61831475906,83001.58044337912,148541.05603344637
2019-12-11,114116.47217874775,82271.83460810772,146391.9130446146
2019-12-12,118008.12209222252,85623.25529152117,148717.00811957716
2019-12-13,113026.19908878446,80395.7515230103,146324.10531944802
2019-12-14,116277.47264823348,84576.81859359598,148994.33019762943
2019-12-15,115466.14057684942,84013.9830804115,147628.15290742862
2019-12-16,115040.42081793364,83095.3007729235,147985.5706571391
2019-12-17,116045.79983369439,81362.2136303769,146531.41124206063
2019-12-18,113994.52157017887,81904.39118120841,145515.4949988901
2019-12-19,118109.07428888018,86428.9947245104,152502.50178657775
2019-12-20,113379.25921352486,81096.03408350633,144080.2000975595
2019-12-21,116908.03377699913,86666.35920889399,151356.24911609656
2019-12-22,116394.88331195737,83358.32049997858,148829.86619405856
2019-12-23,116282.51993612139,83908.7543019662,146948.18979970252
2019-12-24,117610.26055674588,86594.22805756966,148721.68378316908
2019-12-25,115883.66469172871,84760.2666058068,151143.3368090317
2019-12-26,120318.18556828119,86450.91378743107,152384.0454214457
2019-12-27,115896.41421601918,84824.25033290897,148256.970680269
2019-12-28,119714.10481239815,88676.75244643542,150472.19109365306
2019-12-29,119463.73041811623,86560.71954184704,152248.82079696876
2019-12-30,119581.363094091,85584.70452323914,150652.8822366549
2019-12-31,121100.22563332827,86222.07003384236,153962.9607265963
2020-01-01,119520.49110654417,87835.65845902436,151016.1763668235
2020-01-02,124053.07948986616,91473.37974191322,156555.2500356713
2020-01-03,119677.02731565053,88320.00955466749,151384.7479654437
2020-01-04,123485.61533904653,91209.85949916994,155458.5928106075
2020-01-05,123170.00068810576,89986.66709906296,157661.29204991084
2020-01-06,123166.14548018634,88567.5342814606,154845.71730689364
2020-01-07,124508.38784098362,94598.65453871097,154004.88168183816
2020-01-08,122699.23096874123,91262.56426234443,155032.19690901093
2020-01-09,126953.09971112822,96510.99094685016,159148.91822791606
2020-01-10,122253.6415383614,87543.58792111685,153279.45242007717
2020-01-11,125699.758567964,92846.02884113094,154583.61113114245
2020-01-12,124989.11944380582,91792.36452727397,156745.39262564294
2020-01-13,124564.94599815707,92504.13285085712,156492.73021921166
2020-01-14,125469.42411139312,90868.52598724334,156862.49294593258
2020-01-15,123213.31833322099,93087.21230822435,155457.87486265597
2020-01-16,127019.54399380258,92892.56425651725,160002.85269515638
2020-01-17,121880.27818157295,89878.21687715284,155834.8399275504
2020-01-18,124902.80085210313,91980.79178780032,156161.98912206135
2020-01-19,123792.8194806311,91527.18993784681,156762.2110932399
2020-01-20,123001.07668046607,89562.16826857901,152621.87151270334
2020-01-21,123576.59446948791,94415.61184980233,158017.0096440219
2020-01-22,121036.13868314782,89027.56145892414,151613.1826801815
2020-01-23,124607.66076947452,92548.93014928132,155467.65925836464
2020-01-24,119287.30133912891,85823.37788189856,149645.26068315725
2020-01-25,122185.14914873257,90240.58315507848,154412.2046389923
2020-01-26,121008.51070858378,89959.92908074612,151472.4362956434
2020-01-27,120208.49104122905,88953.7481643547,150280.9960184412
2020-01-28,120833.23968221061,87192.80219262844,153994.07594926184
2020-01-29,118397.44513337732,84599.64642272526,148800.00373666812
2020-01-30,122125.83403359828,90369.17757861859,155860.27140595237
2020-01-31,117010.32582377834,84773.3005685308,148534.71835305332
2020-02-01,120155.69422541728,87677.05238464272,150039.98791900533
2020-02-02,119263.16822441606,86904.42733371006,150718.6657806634
2020-02-03,118777.08958527811,86843.41599689891,147478.57405381196
2020-02-04,119738.3175063239,89159.80172936605,150956.9416214685
2020-02-05,117653.89169891682,86728.97095224244,149634.73089000175
2020-02-06,121740.70606626163,91056.20438860903,154351.79299562355
2020-02-07,116982.77155977712,82186.85837103009,146946.56984096926
2020-02-08,120477.25551224717,89696.61232755119,152399.5124561498
2020-02-09,119918.04583841079,88448.06065283825,152093.9079340131
2020-02-10,119742.63358022367,89372.36180452925,153264.88762517922
2020-02-11,120985.66076505651,89987.03996345347,155013.42503655842
2020-02-12,119148.70976430949,87676.474876435,151764.7862884949
2020-02-13,123444.08366474281,93145.72007704717,157342.10222671
2020-02-14,118852.15407984,86971.48617108517,149773.7719619624
2020-02-15,122467.46210748302,90234.58211161105,154219.44379134514
2020-02-16,121982.31981748229,90921.54664206543,153906.17683369035
2020-02-17,121833.70533824453,91181.37924116715,151410.62198726603
2020-02-18,123056.7986999702,90230.94600262798,154761.88351617835
2020-02-19,121154.73539313988,90973.2212956662,152540.9270986446
2020-02-20,125342.32847550047,93705.65215555285,158655.99624566734
2020-02-21,120603.33748379449,87964.83931057922,152047.815279507
2020-02-22,124036.472137432,92138.9587851705,156199.22276025152
2020-02-23,123338.88088575697,93927.90799537879,156911.4832021264
2020-02-24,122952.9203505461,92132.26877030129,152073.29118103557
2020-02-25,123919.55603824952,93143.3535837361,157484.43981238746
2020-02-26,121747.97465013781,90189.42621576205,150430.9877389508
2020-02-27,125659.1622588219,93409.68308971438,157804.7404299347
2020-02-28,120643.03002618116,86944.55362703098,151161.6095580284
2020-02-29,123804.27876808104,92554.85307847036,155613.72696741845
2020-03-01,122845.75555902024,89692.88541381242,154734.5909230399
2020-03-02,122215.10132139927,89558.82950194547,152887.24778122443
2020-03-03,122958.04235555891,92545.5055583999,155449.34907954664
2020-03-04,120587.90835414408,87334.11164174217,153253.8149747505
2020-03-05,124329.13297744661,95611.16745455714,158055.35421566677
2020-03-06,119174.32002950754,87862.62683121281,151176.67004475187
2020-03-07,122230.06744515583,87444.73248878037,155243.49318301844
2020-03-08,121200.3027141412,91945.85983300456,155920.02886136135
2020-03-09,120532.92865327727,87485.96114581765,151779.06068177696
2020-03-10,121273.1319949528,90937.80183428856,154937.71966079855
2020-03-11,118932.93642054056,88135.93976788732,150460.9379927244
2020-03-12,122734.7548049645,91092.60896740768,152718.5861707275
2020-03-13,117668.52205265196,86017.02836250511,147746.24124936454
2020-03-14,120837.59877351705,87538.13167055722,153890.3398140038
2020-03-15,119942.19721977755,85847.75622238961,152632.95053394052
2020-03-16,119426.12600320151,89021.83730302086,151527.92548738708
2020-03-17,120330.20354842709,86187.03750809756,152593.00560255878
2020-03-18,118161.91933710518,87188.65899251746,150189.89690864994
2020-03-19,122139.09513976032,91336.48894910594,151577.27402653292
2020-03-20,117247.12510813297,86307.70689942557,149238.4971445368
2020-03-21,120584.98258912664,88271.59206494,152003.24865982987
2020-03-22,119848.74286425558,90094.05701540752,153394.4521179279
2020-03-23,119478.41633405274,87968.60240801379,151403.8904062572
2020-03-24,120511.44035751255,89728.78388207141,153475.1229538419
2020-03-25,118452.40734275407,85254.85557126394,151263.91332490637
2020-03-26,122516.78013574037,89635.73194660913,153176.23520857084
2020-03-27,117688.17275437141,84385.22341851293,150405.340610152
2020-03-28,121064.38383507397,88912.33434303469,153852.41752961578
2020-03-29,120340.93776181283,88983.86585041383,151257.80178131594
2020-03-30,119957.89849764107,86187.42085794694,151964.67757556436
2020-03-31,120953.36410107912,90831.3632240635,154293.59848108626
2020-04-01,118833.16095585404,87865.14227562203,150771.0553471203
2020-04-02,122814.51941426689,90016.50182170555,154903.00171439032
2020-04-03,117883.30419161145,85606.98016311557,147947.725152708
2020-04-04,121139.9882853231,88214.54546457715,154632.86829163512
2020-04-05,120283.12101295158,87273.43262419845,152030.5854535841
2020-04-06,119756.08650764973,86943.5796727976,152765.0380709315
2020-04-07,120600.50307314517,89337.47108902538,152828.86338731207
2020-04-08,118325.84349568222,86115.31592480831,150073.22263072472
2020-04-09,122153.03010585695,91641.64326676876,151754.86167545398
2020-04-10,117071.58555829187,87821.61734333375,151085.57647997135
2020-04-11,120185.5297225321,85117.03439413165,151576.31117050434
2020-04-12,119196.77478773105,86212.41482836762,152414.08764631726
2020-04-13,118551.81629184958,85798.07188960379,150436.76216833387
2020-04-14,119295.07168996347,87377.60863545383,148667.12785901056
2020-04-15,116938.44759675938,85661.42225005548,153273.5768563757
2020-04-16,120704.89034395156,88317.0355417144,152581.65239789596
2020-04-17,115585.50147182998,84529.42791746,147450.76732503297
2020-04-18,118685.40899810825,87500.98476798923,150639.81348727026
2020-04-19,117707.14681562735,86140.50806440912,150516.45119687484
2020-04-20,117097.33998112395,85350.07710355689,149128.63350825975
2020-04-21,117900.04737229228,87391.95785450378,150265.6972354448
2020-04-22,115626.34253094616,84004.3874340634,147039.12118512762
2020-04-23,119497.88684999259,87121.97094848035,152550.85674092465
2020-04-24,114504.07608945397,82982.07470966884,149878.50471839998
2020-04-25,117747.95029659377,88782.7205670391,149498.78077426375
2020-04-26,116929.61859781924,86024.59975074846,148188.50554149944
2020-04-27,116492.995644122,83216.98847428669,149684.85900198077
2020-04-28,117479.2001289728,86491.26435796385,152231.6585899435
2020-04-29,115396.19508121892,82419.07066399608,144361.9730413968
2020-04-30,119462.42293720595,85987.8958632192,150281.58997386528
2020-05-01,114664.0152048318,83036.8764034346,148455.52089478928
2020-05-02,118100.76562248009,86675.21929104302,150785.3698709842
2020-05-03,117469.61712586158,84363.8699675858,149651.69320297323
2020-05-04,117211.45828464386,83878.39148401782,148955.3533814134
2020-05-05,118364.57855953807,88348.90546543864,147693.58172215827
2020-05-06,116434.36108002599,86041.11990315626,147357.5881743024
2020-05-07,120636.96502500794,88115.73845268332,153268.15186674224
2020-05-08,115956.57659072841,84781.37330009845,149666.52286289452
2020-05-09,119491.41672558311,87261.04699477142,151465.26771293473
2020-05-10,118937.25533762694,86251.56535811415,151948.4905326651
2020-05-11,118734.22715444435,87872.90155404809,150124.02031761227
2020-05-12,119920.29823737628,90237.63975909766,151969.24047771277
2020-05-13,118000.96164070873,84353.97864261876,148351.87446634524
2020-05-14,122192.91423354129,91823.32018079613,154620.58112999168
2020-05-15,117481.29375180858,85336.17672043304,148400.18596344447
2020-05-16,120965.66449174512,87721.68636159842,151246.14022820877
2020-05-17,120343.50173068872,87669.97224058522,151412.24182215403
2020-05-18,120056.97058001689,86286.90523122686,150967.8846322751
2020-05-19,121146.34893707,87449.80629968739,152437.37848873355
2020-05-20,119119.67382366004,87574.31096548862,152191.5056187769
2020-05-21,123196.3640475305,90420.15538808567,153412.02680289574
2020-05-22,118364.39928177507,85336.75482273239,150742.50269602955
2020-05-23,121726.24509440378,90095.36200938113,151967.6918137901
2020-05-24,120982.27521047351,88756.76415696225,152339.80807097055
2020-05-25,120577.48796349125,87951.71194617888,154102.95262549724
2020-05-26,121554.86811515449,91264.56099510468,155688.7917372375
2020-05-27,119424.97348583941,87308.64879906828,150977.49900828552
2020-05-28,123409.50288655455,91168.32151090988,154187.58849406298
2020-05-29,118498.42440248691,87736.12126437994,149228.43824869767
2020-05-30,121795.8558617444,88977.46176530654,154189.8277736011
2020-05-31,121003.44960851164,91074.97224845813,155875.13833168035
2020-06-01,120567.07947814306,88991.63552815662,152989.27911557042
2020-06-02,121530.18171710968,89608.1315542567,154214.8191986465
2020-06-03,119403.33104895079,88088.04866671785,151219.13628262308
2020-06-04,123407.80652727309,90944.21072845628,155492.19479741002
2020-06-05,118532.72872268966,87137.4151925667,150985.4962184351
2020-06-06,121880.95893628027,90628.2051257278,152779.4440440329
2020-06-07,121152.51255466031,88436.29373452609,152338.94727767544
2020-06-08,120791.28397956247,87706.67100850191,152858.84341502134
2020-06-09,121838.4341796127,89314.21925084473,154454.10587310905
2020-06-10,119802.02114777948,87435.55137403327,151816.893935802
2020-06-11,123900.62677848467,93712.75623642346,154600.49825679633
2020-06-12,119120.5603950937,88365.04031308138,150834.68268701076
2020-06-13,122561.8281385622,87979.37222828297,153548.70040896922
2020-06-14,121921.61871638714,91808.92474016594,154542.54974805802
2020-06-15,121641.101227564,87337.4524746347,154737.9440321754
2020-06-16,122758.88433300535,88327.0621539528,154962.93490083274
2020-06-17,120780.71525567844,90040.82552506535,153197.21072667144
2020-06-18,124923.17034924385,89952.31454698805,156887.59909584394
2020-06-19,120170.9157592488,89114.16359175793,153527.68153024945
2020-06-20,123622.72579427267,92656.29987318146,154410.9866112038
